season,date,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,probPredWinner,actualWinner,predImpWinner,probPred,impPred,proj1Result,proj2Result,xg1Result,xg2Result,nsxg1Result,nsxg2Result
2019,2019-09-21,Argentina Primera Division,Atlético Tucumán,CA Independiente,37.78,49.01,0.3193,0.4083,0.2723,1.2,1.39,0.5,8.0,0.0,1.0,1.0,0.72,1.84,0.66,team2,team2,team2,1,1,0,1,0,1,0,1
2019,2019-09-22,Chinese Super League,Tianjin Quanujian,Beijing Guoan,34.01,58.69,0.2405,0.509,0.2506,1.08,1.68,67.0,48.8,0.0,3.0,1.23,2.5,1.72,1.93,team2,team2,team1,1,0,0,0,0,1,0,0
2019,2019-09-22,Chinese Super League,Shanghai SIPG,Henan Jianye,58.59,36.72,0.687,0.1116,0.2014,2.04,0.68,12.8,0.0,2.0,1.0,1.35,0.68,1.47,1.31,team1,team1,team1,1,1,1,1,0,1,0,1
2019,2019-09-22,Chinese Super League,Guangzhou Evergrande,Wuhan Zall,62.23,38.01,0.772,0.064,0.16399999999999998,2.24,0.48,100.0,0.0,0.0,1.0,1.45,0.8,2.59,0.33,team1,team2,team1,0,0,0,0,0,1,0,0
2019,2019-09-22,Argentina Primera Division,Newell's Old Boys,Aldosivi,45.27,35.22,0.5488,0.1854,0.2657,1.54,0.77,7.5,0.0,2.0,0.0,3.14,0.24,1.66,0.67,team1,team1,team1,1,1,1,0,0,1,1,0
2019,2019-09-22,Argentina Primera Division,Godoy Cruz,Banfield,33.83,45.27,0.331,0.3868,0.2822,1.16,1.28,0.0,0.7,0.0,2.0,2.05,1.81,2.02,1.39,team2,team2,team2,1,1,0,0,0,1,0,0
2019,2019-09-22,Argentina Primera Division,Lanus,Colon Santa Fe,43.96,37.48,0.511,0.2213,0.2677,1.52,0.9,6.1,0.6,3.0,2.0,2.23,1.29,1.74,0.78,team1,team1,team1,1,1,0,0,0,0,0,0
2019,2019-09-22,Argentina Primera Division,Racing Club,Arsenal Sarandi,52.53,40.7,0.5702,0.1921,0.2377,1.8,0.94,8.4,5.9,2.0,1.0,2.29,0.42,1.87,1.07,team1,team1,team1,1,1,1,1,1,0,1,1
2019,2019-09-22,Argentina Primera Division,River Plate,Velez Sarsfield,68.72,49.74,0.7048,0.1027,0.1925,2.11,0.66,96.2,21.2,1.0,2.0,2.53,1.04,2.73,0.32,team1,team2,team1,0,0,0,0,0,0,0,0
2019,2019-09-23,Argentina Primera Division,Talleres de Córdoba,Gimnasia La Plata,43.53,35.18,0.5353,0.1935,0.2712,1.5,0.78,11.6,0.1,2.0,1.0,3.04,0.41,0.97,0.91,team1,team1,team1,1,1,1,1,0,0,0,1
2019,2019-09-26,Chinese Super League,Shanghai Greenland,Shenzhen FC,38.25,32.3,0.4611,0.2715,0.2673,1.49,1.08,14.4,70.2,2.0,1.0,1.27,1.09,2.08,1.42,team1,team1,team2,1,0,0,1,0,1,1,1
2019,2019-09-27,Argentina Primera Division,Aldosivi,Union Santa Fe,33.91,40.88,0.355,0.3461,0.2988,1.12,1.1,0.1,0.1,1.0,2.0,1.19,0.81,0.68,1.14,team1,team2,tie,0,0,1,0,1,0,1,0
2019,2019-09-27,Argentina Primera Division,Patronato,Lanus,38.5,44.33,0.37,0.3567,0.2733,1.31,1.28,1.2,11.4,1.0,1.0,0.72,1.36,1.56,1.34,team1,tie,team2,0,0,1,1,1,1,0,1
2019,2019-09-28,Argentina Primera Division,Arsenal Sarandi,Estudiantes,40.3,41.57,0.4246,0.2948,0.2806,1.35,1.08,3.9,1.5,3.0,0.0,2.0,1.52,0.78,1.21,team1,team1,team1,1,1,0,0,0,0,0,0
2019,2019-09-28,Argentina Primera Division,Gimnasia La Plata,River Plate,34.56,68.45,0.1021,0.7199,0.17800000000000002,0.73,2.29,0.0,82.8,0.0,2.0,1.53,1.8,1.81,1.5,team2,team2,team2,1,1,0,1,0,1,0,1
2019,2019-09-28,Argentina Primera Division,Boca Juniors,Newell's Old Boys,63.04,46.72,0.6764,0.1071,0.2165,1.87,0.58,100.0,27.3,1.0,1.0,1.02,0.89,1.2,0.96,team1,tie,team1,0,0,0,1,1,1,1,1
2019,2019-09-29,Argentina Primera Division,Banfield,San Lorenzo,45.47,45.12,0.4345,0.2886,0.2769,1.39,1.08,1.0,8.7,0.0,1.0,1.2,0.52,1.9,0.74,team1,team2,team2,0,1,0,1,0,1,0,1
2019,2019-09-29,Argentina Primera Division,Huracán,Atlético Tucumán,36.91,38.0,0.4056,0.3142,0.2802,1.32,1.13,0.5,0.3,0.0,0.0,1.47,0.17,1.29,0.67,team1,tie,team1,0,0,0,0,0,1,0,0
2019,2019-09-29,Argentina Primera Division,Velez Sarsfield,Defensa y Justicia,50.14,44.22,0.5142,0.2111,0.2748,1.47,0.83,22.1,1.1,0.0,1.0,3.07,0.85,1.72,1.25,team1,team2,team1,0,0,0,1,0,1,0,1
2019,2019-09-29,Argentina Primera Division,Rosario Central,Racing Club,39.55,52.95,0.2928,0.4263,0.2808,1.07,1.35,2.6,18.0,1.0,1.0,2.19,0.18,1.95,0.41,team2,tie,team2,0,0,1,1,0,0,0,0
2019,2019-09-29,Argentina Primera Division,CA Independiente,Talleres de Córdoba,48.74,44.19,0.4689,0.2511,0.2801,1.4,0.95,13.0,25.1,3.0,2.0,2.3,1.35,1.63,0.69,team1,team1,team2,1,0,0,0,0,0,0,0
2019,2019-09-30,Argentina Primera Division,Central Córdoba Santiago del Estero,Godoy Cruz,36.57,33.65,0.4166,0.3103,0.2732,1.39,1.16,0.0,0.0,1.0,0.0,2.89,0.3,2.04,0.67,team1,team1,tie,1,0,1,0,0,1,0,0
2019,2019-09-30,Argentina Primera Division,Colon Santa Fe,Argentinos Juniors,37.17,43.13,0.3598,0.3457,0.2945,1.15,1.12,0.2,12.3,1.0,0.0,1.63,0.68,0.83,1.25,team1,team1,team2,1,0,1,0,0,0,1,0
2019,2019-10-04,Argentina Primera Division,Newell's Old Boys,Banfield,47.72,45.36,0.4766,0.2476,0.2758,1.44,0.96,17.5,0.7,0.0,0.0,0.68,1.51,1.65,0.92,team1,tie,team1,0,0,0,0,0,0,0,0
2019,2019-10-04,Argentina Primera Division,Atlético Tucumán,Talleres de Córdoba,37.59,43.76,0.3582,0.3482,0.2936,1.16,1.13,0.1,12.7,2.0,1.0,1.86,0.7,1.7,0.68,team1,team1,team2,1,0,0,1,1,1,1,1
2019,2019-10-05,Argentina Primera Division,Argentinos Juniors,Arsenal Sarandi,42.6,41.27,0.4512,0.2716,0.2772,1.41,1.03,7.4,9.0,2.0,1.0,0.97,0.97,1.27,1.06,team1,team1,team2,1,0,0,1,0,1,0,1
2019,2019-10-05,Argentina Primera Division,Godoy Cruz,Gimnasia La Plata,32.42,35.15,0.3836,0.337,0.2794,1.29,1.19,0.0,0.0,2.0,4.0,0.63,1.19,0.69,0.64,team1,team2,tie,0,0,0,0,0,0,0,0
2019,2019-10-05,Argentina Primera Division,San Lorenzo,Central Córdoba Santiago del Estero,45.18,37.87,0.5268,0.214,0.2592,1.6,0.92,11.2,0.8,1.0,4.0,0.87,1.6,1.12,1.62,team1,team2,team1,0,0,0,0,1,0,1,0
2019,2019-10-05,Argentina Primera Division,Estudiantes,Huracán,40.65,37.31,0.4332,0.2769,0.2899,1.3,0.98,0.6,0.2,0.0,0.0,0.36,0.66,0.91,0.87,team1,tie,team1,0,0,0,0,1,0,0,0
2019,2019-10-05,Argentina Primera Division,Racing Club,Aldosivi,51.22,33.44,0.6332,0.1357,0.2312,1.79,0.68,8.7,0.0,2.0,0.0,1.67,0.68,1.19,0.43,team1,team1,team1,1,1,1,0,1,0,0,1
2019,2019-10-06,Argentina Primera Division,Velez Sarsfield,CA Independiente,50.13,49.32,0.4417,0.2903,0.268,1.47,1.14,13.8,22.4,2.0,0.0,0.81,0.93,1.25,0.74,team1,team1,team2,1,0,0,0,0,0,0,0
2019,2019-10-06,Argentina Primera Division,Lanus,Rosario Central,44.59,41.18,0.4775,0.2456,0.27699999999999997,1.43,0.94,9.4,1.8,1.0,1.0,1.48,0.6,2.43,1.38,team1,tie,team1,0,0,1,1,1,1,0,1
2019,2019-10-06,Argentina Primera Division,Union Santa Fe,Colon Santa Fe,41.38,37.67,0.4382,0.2769,0.2849,1.34,1.0,0.4,0.4,1.0,0.0,1.64,0.59,1.03,0.58,team1,team1,tie,1,0,1,0,0,0,1,0
2019,2019-10-06,Argentina Primera Division,River Plate,Patronato,67.86,38.25,0.8483,0.0337,0.11800000000000001,2.59,0.36,100.0,4.7,2.0,0.0,1.81,0.33,2.41,0.71,team1,team1,team1,1,1,0,1,1,1,1,0
2019,2019-10-06,Argentina Primera Division,Defensa y Justicia,Boca Juniors,44.27,62.04,0.1879,0.5433,0.2687,0.77,1.51,2.4,97.9,0.0,1.0,1.51,0.68,1.82,0.35,team2,team2,team2,1,1,0,0,0,1,0,0
2019,2019-10-13,Chinese Super League,Guizhou Renhe,Chongqing Lifan,26.2,36.3,0.3629,0.3519,0.2851,1.22,1.19,23.4,0.0,1.0,4.0,1.84,3.52,2.94,0.83,team1,team2,team1,0,0,1,0,0,1,0,0
2019,2019-10-18,Australian A-League,Melbourne Victory,Western Sydney FC,31.68,25.28,0.5257,0.2439,0.2304,1.76,1.12,23.3,22.0,1.0,2.0,1.24,1.63,1.29,0.92,team1,team2,team1,0,0,0,0,1,1,1,0
2019,2019-10-18,Chinese Super League,Shenzhen FC,Guangzhou Evergrande,32.35,61.42,0.1791,0.5843,0.2366,0.88,1.8,72.0,100.0,2.0,3.0,1.66,1.7,1.29,1.13,team2,team2,team2,1,1,0,0,1,0,0,0
2019,2019-10-18,Chinese Super League,Tianjin Quanujian,Wuhan Zall,33.42,38.67,0.4612,0.2621,0.2767,1.42,1.0,70.7,0.0,3.0,1.0,1.99,2.0,2.24,1.63,team1,team1,team1,1,1,0,1,0,0,0,0
2019,2019-10-18,Argentina Primera Division,Arsenal Sarandi,River Plate,41.22,68.07,0.141,0.6606,0.1984,0.89,2.18,5.8,93.7,3.0,3.0,1.24,2.18,1.41,1.94,team2,tie,team2,0,0,0,0,0,0,0,0
2019,2019-10-18,Argentina Primera Division,Boca Juniors,Racing Club,61.12,51.57,0.6037,0.1546,0.2417,1.72,0.74,100.0,34.8,0.0,1.0,0.84,1.44,2.18,0.74,team1,team2,team1,0,0,0,1,0,1,0,1
2019,2019-10-18,Australian A-League,Western United,Perth Glory,28.91,40.21,0.3262,0.4115,0.2623,1.17,1.35,21.6,18.0,1.0,1.0,0.77,0.73,0.49,1.68,team2,tie,team1,0,0,1,1,1,1,0,0
2019,2019-10-19,Australian A-League,Central Coast Mariners,Newcastle Jets,15.46,28.38,0.2717,0.4954,0.2329,1.22,1.72,11.9,21.7,1.0,1.0,0.21,1.61,0.77,1.68,team2,tie,team2,0,0,1,0,0,0,1,0
2019,2019-10-19,Chinese Super League,Guangzhou RF,Shandong Luneng,35.41,49.47,0.3488,0.4257,0.2255,1.71,1.91,0.0,0.0,1.0,3.0,1.01,1.57,1.65,2.87,team2,team2,tie,1,0,0,0,1,0,0,1
2019,2019-10-19,Chinese Super League,Beijing Guoan,Shanghai SIPG,59.42,57.79,0.5153,0.2314,0.2533,1.65,1.02,100.0,52.0,0.0,2.0,0.47,1.13,1.43,0.85,team1,team2,team1,0,0,0,0,1,0,0,0
2019,2019-10-19,Argentina Primera Division,Banfield,Atlético Tucumán,45.84,38.72,0.4471,0.267,0.28600000000000003,1.34,0.97,0.1,0.3,1.0,2.0,1.92,0.8,1.12,0.83,team1,team2,team2,0,1,1,0,0,0,1,0
2019,2019-10-19,Argentina Primera Division,CA Independiente,Argentinos Juniors,48.77,42.64,0.4967,0.2284,0.2749,1.46,0.89,14.1,14.3,0.0,1.0,0.41,0.71,0.51,0.8,team1,team2,team2,0,1,0,1,1,1,0,1
2019,2019-10-19,Argentina Primera Division,Patronato,Newell's Old Boys,37.96,47.15,0.3274,0.3879,0.2848,1.14,1.26,0.9,17.6,1.0,3.0,0.76,0.91,1.49,0.61,team2,team2,team2,1,1,1,0,1,0,1,0
2019,2019-10-19,Argentina Primera Division,Talleres de Córdoba,Lanus,42.61,44.81,0.4163,0.307,0.2767,1.37,1.13,8.6,8.9,2.0,4.0,1.52,1.7,1.76,1.19,team1,team2,team2,0,1,0,0,1,0,1,0
2019,2019-10-19,Australian A-League,Melbourne City,Adelaide United,38.86,28.87,0.5459,0.2013,0.2527,1.54,0.82,19.1,22.6,2.0,1.0,1.72,0.89,0.76,1.49,team1,team1,team2,1,0,1,1,1,1,0,1
2019,2019-10-20,Australian A-League,Sydney FC,Wellington Phoenix,39.55,21.67,0.6512,0.1476,0.2012,2.01,0.83,17.4,18.8,2.0,1.0,2.09,2.15,2.29,1.81,team1,team1,team2,1,0,1,1,1,0,1,0
2019,2019-10-20,Chinese Super League,Tianjin Teda,Guizhou Renhe,39.46,25.83,0.5971,0.166,0.237,1.78,0.82,0.0,11.3,1.0,0.0,0.57,0.39,1.65,1.26,team1,team1,team2,1,0,0,0,1,1,0,0
2019,2019-10-20,Chinese Super League,Henan Jianye,Chongqing Lifan,37.52,36.9,0.4121,0.3168,0.2711,1.4,1.2,0.0,0.0,1.0,0.0,0.91,1.22,1.8,1.04,team1,team1,tie,1,0,1,0,1,0,0,0
2019,2019-10-20,Chinese Super League,Shanghai Greenland,Dalian Aerbin,38.25,39.93,0.4156,0.336,0.2484,1.61,1.43,0.4,0.0,2.0,1.0,1.69,0.4,2.74,0.92,team1,team1,team1,1,1,1,1,1,0,0,1
2019,2019-10-20,Chinese Super League,Jiangsu Suning FC,Hebei China Fortune FC,49.86,35.05,0.5783,0.185,0.2367,1.81,0.91,0.0,1.5,4.0,1.0,0.7,1.75,1.05,0.63,team1,team1,team2,1,0,0,1,0,0,0,1
2019,2019-10-20,Argentina Primera Division,Aldosivi,Defensa y Justicia,33.11,45.16,0.3205,0.3738,0.3057,1.01,1.12,0.0,0.6,1.0,0.0,1.2,1.17,0.28,1.26,tie,team1,team2,0,0,1,0,1,0,0,0
2019,2019-10-20,Argentina Primera Division,Gimnasia La Plata,Union Santa Fe,36.03,41.85,0.3678,0.3451,0.2871,1.21,1.17,0.0,0.7,0.0,1.0,0.8,1.69,1.18,1.44,team1,team2,team2,0,1,0,1,0,0,0,1
2019,2019-10-20,Argentina Primera Division,Huracán,San Lorenzo,37.9,43.33,0.3719,0.3417,0.2864,1.22,1.16,0.2,8.8,2.0,0.0,1.29,0.22,1.06,0.59,team1,team1,team2,1,0,0,0,0,1,0,0
2019,2019-10-20,Argentina Primera Division,Rosario Central,Velez Sarsfield,40.98,50.58,0.3172,0.3921,0.2907,1.08,1.23,1.7,26.4,0.0,1.0,0.79,0.85,1.62,1.18,team2,team2,team2,1,1,0,1,0,1,0,1
2019,2019-10-21,Argentina Primera Division,Central Córdoba Santiago del Estero,Estudiantes,39.7,40.02,0.415,0.2954,0.2895,1.28,1.03,0.7,0.5,0.0,1.0,0.43,0.81,0.86,1.05,team1,team2,team1,0,0,0,1,1,1,0,1
2019,2019-10-21,Argentina Primera Division,Colon Santa Fe,Godoy Cruz,37.2,31.56,0.4312,0.2885,0.2803,1.36,1.06,0.1,0.0,2.0,1.0,2.13,1.78,1.34,2.02,team1,team1,team1,1,1,0,1,1,0,0,0
2019,2019-10-25,Australian A-League,Brisbane Roar,Melbourne Victory,18.43,30.67,0.2847,0.4814,0.2339,1.26,1.7,17.3,24.0,0.0,1.0,1.25,1.24,2.44,0.95,team2,team2,team2,1,1,0,0,0,1,0,1
2019,2019-10-25,Chinese Super League,Chongqing Lifan,Shanghai Greenland,36.75,39.4,0.4017,0.3395,0.2588,1.49,1.35,0.0,0.0,1.0,0.0,1.26,1.08,0.43,2.14,team1,team1,tie,1,0,1,0,1,0,0,0
2019,2019-10-25,Australian A-League,Newcastle Jets,Adelaide United,28.7,29.39,0.4264,0.3195,0.2542,1.44,1.21,24.4,23.7,1.0,2.0,1.0,1.05,2.49,1.4,team1,team2,team1,0,0,1,0,1,0,0,0
2019,2019-10-26,Chinese Super League,Hebei China Fortune FC,Guangzhou RF,35.42,34.55,0.4807,0.2929,0.2264,1.96,1.5,2.8,0.0,2.0,1.0,5.28,1.55,3.65,1.26,team1,team1,team1,1,1,1,1,0,0,0,1
2019,2019-10-26,Australian A-League,Western Sydney FC,Sydney FC,26.21,38.78,0.304,0.4566,0.2394,1.28,1.62,22.4,19.3,1.0,0.0,0.91,2.52,0.9,2.45,team2,team1,team1,0,1,1,0,1,0,1,0
2019,2019-10-26,Chinese Super League,Shenzhen FC,Wuhan Zall,33.35,38.95,0.452,0.2634,0.2846,1.35,0.96,61.9,0.0,4.0,4.0,1.4,2.46,3.44,1.26,team1,tie,team1,0,0,0,0,0,0,0,0
2019,2019-10-26,Chinese Super League,Beijing Guoan,Tianjin Teda,57.94,39.02,0.6785,0.1129,0.2086,1.96,0.65,39.9,0.0,3.0,1.0,1.65,1.55,1.28,1.64,team1,team1,team1,1,1,0,1,0,0,0,0
2019,2019-10-26,Australian A-League,Wellington Phoenix,Perth Glory,22.66,40.38,0.2467,0.5215,0.2318,1.13,1.74,19.6,19.0,1.0,2.0,2.32,1.12,2.45,0.79,team2,team2,team1,1,0,1,1,0,0,0,0
2019,2019-10-27,Australian A-League,Western United,Melbourne City,28.48,38.47,0.3278,0.3952,0.2769,1.09,1.22,21.3,17.8,1.0,2.0,2.11,0.72,1.32,0.83,team2,team2,team1,1,0,1,0,0,0,1,0
2019,2019-10-27,Chinese Super League,Tianjin Quanujian,Guizhou Renhe,33.3,26.14,0.5962,0.1672,0.2366,1.79,0.82,73.3,9.9,2.0,2.0,1.42,1.1,1.61,1.0,team1,tie,team1,0,0,1,0,0,0,1,0
2019,2019-10-27,Chinese Super League,Shanghai SIPG,Dalian Aerbin,59.04,38.79,0.7179,0.0979,0.1842,2.19,0.66,61.3,0.0,3.0,0.0,2.2,0.43,1.9,1.37,team1,team1,team1,1,1,0,0,0,1,0,0
2019,2019-10-27,Chinese Super League,Guangzhou Evergrande,Henan Jianye,60.61,37.59,0.7642,0.0728,0.163,2.32,0.56,100.0,0.0,2.0,2.0,2.36,1.24,1.76,0.87,team1,tie,team1,0,0,1,0,1,0,1,0
2019,2019-10-27,Chinese Super League,Jiangsu Suning FC,Shandong Luneng,49.55,50.35,0.4117,0.3275,0.2608,1.49,1.3,0.0,0.0,1.0,1.0,3.06,0.84,3.25,1.04,team1,tie,tie,0,1,1,1,0,1,0,1
2019,2019-10-29,Argentina Primera Division,Godoy Cruz,Aldosivi,31.97,33.27,0.3879,0.3222,0.2898,1.23,1.1,0.0,0.0,3.0,2.0,1.78,0.65,1.08,0.91,team1,team1,tie,1,0,0,0,0,0,0,0
2019,2019-10-29,Argentina Primera Division,Estudiantes,Rosario Central,40.93,40.7,0.4038,0.2826,0.3137,1.13,0.89,0.3,0.5,3.0,0.0,0.93,1.12,1.2,1.26,tie,team1,team2,0,0,0,0,0,0,0,0
2019,2019-10-29,Argentina Primera Division,Newell's Old Boys,Gimnasia La Plata,47.38,35.07,0.5895,0.1643,0.2463,1.69,0.76,21.1,0.0,0.0,4.0,0.62,1.4,1.45,0.88,team1,team2,team1,0,0,0,0,0,0,0,0
2019,2019-10-29,Argentina Primera Division,Atlético Tucumán,Patronato,39.26,37.73,0.4169,0.2986,0.2845,1.31,1.07,0.3,0.2,2.0,0.0,1.28,1.63,1.52,1.25,team1,team1,team1,1,1,0,0,0,0,1,0
2019,2019-10-29,Argentina Primera Division,River Plate,Colon Santa Fe,67.37,36.73,0.8578,0.0302,0.1119,2.64,0.34,100.0,0.0,2.0,1.0,1.1,0.06,1.65,0.08,team1,team1,team1,1,1,0,0,0,0,1,0
2019,2019-10-30,Argentina Primera Division,Argentinos Juniors,Talleres de Córdoba,43.76,41.79,0.4675,0.2435,0.2889,1.34,0.88,17.4,4.6,1.0,0.0,0.54,0.62,1.21,0.3,team1,team1,team1,1,1,1,0,1,0,1,1
2019,2019-10-30,Argentina Primera Division,San Lorenzo,Defensa y Justicia,42.13,44.97,0.4052,0.3,0.2949,1.23,1.02,3.0,0.3,1.0,3.0,0.83,3.33,1.25,1.68,team1,team2,team1,0,0,1,0,1,1,1,0
2019,2019-10-30,Argentina Primera Division,Union Santa Fe,CA Independiente,42.84,47.49,0.385,0.3259,0.2892,1.23,1.11,1.0,5.0,2.0,2.0,2.28,1.38,2.69,0.53,team1,tie,team2,0,0,0,0,1,0,0,0
2019,2019-10-30,Argentina Primera Division,Racing Club,Banfield,52.49,45.3,0.5377,0.2024,0.2599,1.59,0.87,28.3,0.0,0.0,0.0,0.99,0.82,1.53,0.86,team1,tie,team1,0,0,0,0,0,0,0,0
2019,2019-10-31,Argentina Primera Division,Arsenal Sarandi,Central Córdoba Santiago del Estero,42.18,38.74,0.4827,0.2612,0.2562,1.61,1.12,4.2,0.2,2.0,2.0,1.37,1.16,1.52,0.89,team1,tie,team1,0,0,1,0,0,0,1,0
2019,2019-10-31,Argentina Primera Division,Velez Sarsfield,Huracán,50.82,39.03,0.5870000000000001,0.159,0.254,1.62,0.71,31.4,1.1,0.0,0.0,1.53,0.11,1.26,0.38,team1,tie,team1,0,0,0,0,0,1,0,1
2019,2019-10-31,Argentina Primera Division,Lanus,Boca Juniors,45.76,60.19,0.2339,0.5066,0.2595,0.99,1.59,26.3,100.0,2.0,1.0,1.04,0.97,1.03,1.35,team2,team1,team2,0,0,0,0,0,1,0,1
2019,2019-11-01,Chinese Super League,Guizhou Renhe,Guangzhou RF,26.6,32.77,0.3954,0.3685,0.2362,1.71,1.64,3.1,0.0,1.0,4.0,2.36,2.17,1.97,0.95,team1,team2,team1,0,0,0,0,0,0,0,0
2019,2019-11-01,Australian A-League,Sydney FC,Newcastle Jets,39.14,28.54,0.5586,0.2119,0.2295,1.76,0.99,20.1,22.6,4.0,1.0,2.49,1.09,1.72,1.7,team1,team1,team2,1,0,0,1,0,1,0,0
2019,2019-11-01,Australian A-League,Western Sydney FC,Brisbane Roar,25.77,18.76,0.5456,0.2343,0.2202,1.89,1.16,22.9,15.5,0.0,0.0,0.68,1.86,1.42,1.67,team1,tie,team1,0,0,0,0,0,0,0,0
2019,2019-11-02,Australian A-League,Melbourne Victory,Western United,30.09,29.02,0.4478,0.2927,0.2595,1.42,1.1,26.8,22.2,2.0,3.0,0.96,0.41,1.91,0.72,team1,team2,team1,0,0,0,0,0,0,1,0
2019,2019-11-02,Argentina Primera Division,Colon Santa Fe,Atlético Tucumán,36.93,39.38,0.3909,0.32,0.2891,1.24,1.1,0.1,0.6,0.0,2.0,0.75,1.34,0.44,1.18,team1,team2,team2,0,1,0,0,0,0,1,0
2019,2019-11-02,Argentina Primera Division,Gimnasia La Plata,Estudiantes,37.79,41.61,0.3839,0.3208,0.2953,1.19,1.07,0.0,1.3,0.0,1.0,0.94,0.22,1.25,0.54,team1,team2,team2,0,1,0,1,0,0,0,1
2019,2019-11-02,Argentina Primera Division,Rosario Central,Godoy Cruz,40.04,32.54,0.4417,0.2803,0.278,1.39,1.05,0.1,0.0,5.0,2.0,1.74,0.9,1.71,0.75,team1,team1,team1,1,1,0,0,0,0,0,0
2019,2019-11-02,Argentina Primera Division,Aldosivi,River Plate,32.67,67.07,0.0904,0.7301,0.1795,0.63,2.21,0.0,100.0,1.0,2.0,0.98,2.34,1.03,2.06,team2,team2,team2,1,1,1,1,1,1,1,1
2019,2019-11-02,Australian A-League,Melbourne City,Wellington Phoenix,38.08,24.01,0.6161,0.1678,0.21600000000000003,1.87,0.86,16.5,18.3,3.0,2.0,1.74,2.1,1.78,1.76,team1,team1,team2,1,0,0,0,0,1,0,1
2019,2019-11-02,Australian A-League,Perth Glory,Central Coast Mariners,39.03,15.05,0.772,0.0739,0.1542,2.31,0.56,16.9,10.7,1.0,2.0,1.5,0.66,2.99,0.77,team1,team2,team1,0,0,0,0,1,0,0,0
2019,2019-11-03,Argentina Primera Division,Boca Juniors,Arsenal Sarandi,59.54,41.95,0.6924,0.107,0.2006,2.03,0.65,76.5,5.2,5.0,1.0,3.58,1.89,2.15,1.86,team1,team1,team1,1,1,0,1,0,0,0,0
2019,2019-11-03,Argentina Primera Division,Banfield,Union Santa Fe,45.56,43.84,0.4253,0.2826,0.2921,1.27,0.98,0.0,1.0,3.0,3.0,0.9,1.63,1.08,0.98,team1,tie,team2,0,0,0,0,0,0,0,0
2019,2019-11-03,Argentina Primera Division,Talleres de Córdoba,Newell's Old Boys,41.45,44.55,0.3972,0.3185,0.2843,1.28,1.12,1.5,9.1,1.0,0.0,1.33,0.16,0.33,0.63,team1,team1,team2,1,0,1,0,1,1,0,0
2019,2019-11-03,Argentina Primera Division,Patronato,Racing Club,37.61,52.11,0.2754,0.452,0.2727,1.06,1.44,0.0,22.7,1.0,1.0,0.85,1.92,0.85,2.02,team2,tie,team2,0,0,1,1,1,0,1,0
2019,2019-11-03,Argentina Primera Division,CA Independiente,San Lorenzo,46.57,39.93,0.5142,0.2295,0.2563,1.62,1.0,4.5,0.9,2.0,1.0,1.74,0.93,0.9,0.75,team1,team1,team1,1,1,1,1,1,1,0,1
2019,2019-11-04,Argentina Primera Division,Defensa y Justicia,Argentinos Juniors,47.27,44.02,0.4289,0.2624,0.3087,1.18,0.86,0.7,30.3,0.0,0.0,1.65,0.6,1.42,0.85,tie,tie,team2,1,0,0,0,0,0,0,0
2019,2019-11-04,Argentina Primera Division,Huracán,Lanus,38.84,46.45,0.3368,0.3817,0.2815,1.18,1.28,0.1,27.4,0.0,1.0,0.71,0.57,0.89,1.08,team2,team2,team2,1,1,0,1,0,1,0,1
2019,2019-11-04,Argentina Primera Division,Central Córdoba Santiago del Estero,Velez Sarsfield,38.96,50.91,0.2947,0.4253,0.28,1.08,1.36,0.1,25.1,0.0,0.0,1.78,0.8,1.54,0.89,team2,tie,team2,0,0,0,0,0,0,0,0
2019,2019-11-08,Australian A-League,Melbourne City,Central Coast Mariners,37.27,15.82,0.7057,0.1094,0.1848,2.09,0.68,16.2,15.9,3.0,1.0,2.69,1.01,1.46,1.55,team1,team1,team1,1,1,0,1,1,1,0,0
2019,2019-11-08,Argentina Primera Division,Estudiantes,Talleres de Córdoba,41.68,41.91,0.4257,0.2679,0.3064,1.19,0.88,1.3,3.0,1.0,0.0,0.69,0.28,0.15,0.61,tie,team1,team2,0,0,1,0,1,1,0,0
2019,2019-11-08,Argentina Primera Division,Union Santa Fe,Atlético Tucumán,44.67,41.03,0.4726,0.2499,0.2775,1.42,0.96,0.4,1.7,0.0,1.0,0.39,1.26,1.14,0.68,team1,team2,team2,0,1,0,1,1,1,0,1
2019,2019-11-08,Australian A-League,Newcastle Jets,Perth Glory,28.16,38.03,0.3354,0.4177,0.2469,1.31,1.49,23.7,16.1,1.0,1.0,1.56,0.93,1.23,1.7,team2,tie,team1,0,0,1,1,0,1,1,0
2019,2019-11-09,Australian A-League,Western United,Western Sydney FC,29.22,24.64,0.5025,0.2538,0.2437,1.61,1.07,23.2,23.6,2.0,1.0,1.72,0.3,1.12,0.55,team1,team1,team2,1,0,1,1,1,0,0,1
2019,2019-11-09,Argentina Primera Division,Lanus,Banfield,46.98,44.85,0.4939,0.2417,0.2644,1.54,1.0,36.7,0.1,0.0,1.0,1.65,1.08,1.46,0.72,team1,team2,team1,0,0,0,1,0,1,0,1
2019,2019-11-09,Argentina Primera Division,San Lorenzo,Argentinos Juniors,39.86,43.84,0.3622,0.3366,0.3012,1.12,1.07,0.4,27.7,3.0,0.0,1.87,0.53,0.41,1.31,tie,team1,team2,0,0,0,0,0,0,0,0
